,year,month,TEMP_DAY,TEMP_DATE,RAND,result
0,2018,4,14.796026396505194,2018-4-1,0.49320087988350647,2018-04-15
1,2019,11,20.50009478422204,2019-11-1,0.6833364928074013,2019-11-21
2,2021,8,8.28898559462031,2021-8-1,0.2673866320845262,2021-08-09
3,2020,10,28.472759661258685,2020-10-1,0.9184761181051189,2020-10-29
4,2019,11,27.914706355141462,2019-11-1,0.9304902118380487,2019-11-28
5,2020,6,20.217268567565807,2020-6-1,0.6739089522521936,2020-06-21
6,2022,11,7.825014867436046,2022-11-1,0.2608338289145349,2022-11-08
7,2020,13,,2020-13-1,0.10145718448250085,
8,2024,7,26.399158786259914,2024-7-1,0.8515857672987069,2024-07-27
9,2023,2,3.2696619143079535,2023-2-1,0.11677363979671262,2023-02-04
10,2021,12,22.86107543725668,2021-12-1,0.7374540463631187,2021-12-23
11,2019,12,11.184428050427428,2019-12-1,0.3607880016266912,2019-12-12
12,2022,13,,2022-13-1,0.619823772253984,
13,2020,4,5.975816500309089,2020-4-1,0.1991938833436363,2020-04-06
14,2023,2,3.4472030492241053,2023-2-1,0.12311439461514662,2023-02-04
15,2024,6,22.04084218894357,2024-6-1,0.7346947396314524,2024-06-23
16,2024,12,2.382583493285169,2024-12-1,0.07685753204145707,2024-12-03
17,2019,3,29.609281542831404,2019-3-1,0.955138114284884,2019-03-30
18,2023,3,19.665123907279625,2023-3-1,0.6343588357186976,2023-03-20
19,2024,13,,2024-13-1,0.5767576018080988,
20,2020,1,0.3736525580825084,2020-1-1,0.012053308325242207,2020-01-01
21,2021,8,12.588869947621404,2021-8-1,0.4060925789555292,2021-08-13
22,2024,5,15.408157861495491,2024-5-1,0.4970373503708223,2024-05-16
23,2023,8,0.4492793749676136,2023-8-1,0.014492883063471407,2023-08-01
24,2018,8,6.134188212664616,2018-8-1,0.19787703911821342,2018-08-07
25,2018,10,22.32894944473719,2018-10-1,0.7202886917657159,2018-10-23
26,2019,12,12.367357811556046,2019-12-1,0.3989470261792273,2019-12-13
27,2019,10,25.817766211913046,2019-10-1,0.8328311681262273,2019-10-26
28,2018,3,29.982384241402407,2018-3-1,0.9671736852065292,2018-03-30
29,2022,2,11.708318010558624,2022-2-1,0.418154214662808,2022-02-12
30,2019,8,1.5460441365012736,2019-8-1,0.04987239150004108,2019-08-02
31,2021,1,19.838203822694847,2021-1-1,0.6399420587966079,2021-01-20
32,2020,8,9.325223290541826,2020-8-1,0.3008136545336073,2020-08-10
33,2022,7,27.314353721941774,2022-7-1,0.8811081845787669,2022-07-28
34,2019,6,17.972960765982084,2019-6-1,0.5990986921994028,2019-06-18
35,2018,3,16.264357661405487,2018-3-1,0.5246566987550157,2018-03-17
36,2022,13,,2022-13-1,0.9019378597960392,
37,2020,5,25.834569971835634,2020-5-1,0.8333732248979236,2020-05-26
38,2023,6,17.674562304364567,2023-6-1,0.5891520768121522,2023-06-18
39,2019,4,21.002846759717812,2019-4-1,0.7000948919905937,2019-04-22
40,2018,10,24.331906516983054,2018-10-1,0.7849002102252598,2018-10-25
41,2021,9,6.70889171309673,2021-9-1,0.223629723769891,2021-09-07
42,2018,7,20.751165337929795,2018-7-1,0.6693924302557999,2018-07-21
43,2018,2,3.5430605752466775,2018-2-1,0.12653787768738134,2018-02-04
44,2021,4,28.920038503426582,2021-4-1,0.9640012834475528,2021-04-29
45,2021,10,19.368586721306684,2021-10-1,0.6247931200421512,2021-10-20
46,2019,4,10.98905257086883,2019-4-1,0.36630175236229434,2019-04-11
47,2020,5,26.65954783868231,2020-5-1,0.8599854141510422,2020-05-27
48,2022,6,5.039620290592225,2022-6-1,0.16798734301974083,2022-06-06
49,2022,13,,2022-13-1,0.5092796115443232,
